Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586128,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586128,M,30,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586128,M,66,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,4,3,0,0,2
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,6,2,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,7,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,24,2,1,0,2
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,25,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,28,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,F,38,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586202,M,3,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586206,M,30,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586206,M,33,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585202,F,18,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585223,F,25,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585223,M,68,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585287,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585304,M,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585309,M,40,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585319,F,71,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585323,F,3,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585323,M,62,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585355,F,23,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,1,1,0,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,3,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,5,1,0,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,6,1,0,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,7,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,9,1,0,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,12,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,15,1,0,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,16,2,0,0,2
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,18,1,0,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,23,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,26,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,33,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585215,F,34,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shorapur,585220,F,1,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585202,F,38,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585214,F,76,0,1,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585221,F,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585315,F,0,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585315,F,2,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585321,F,2,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585321,M,2,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Kerala,Kasaragod,Kasaragod,671551,F,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Odisha,Baleswar,Soro,756046,M,32,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Bihar,Muzaffarpur,Sahebganj,843125,M,34,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Delhi,West Delhi,Dwarka,110059,F,1,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Delhi,West Delhi,Dwarka,110059,M,5,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Kerala,Malappuram,Ernad,676121,F,0,1,0,1,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Madhya Pradesh,Singrauli,Deosar,486881,F,28,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai,Mumbai,400005,F,4,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai,Mumbai,400008,F,32,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai,Mumbai,400016,F,38,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Andheri,400049,M,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Andheri,400055,M,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Andheri,400058,M,2,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Andheri,400058,M,20,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Andheri,400099,F,2,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Andheri,400102,F,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Borivali,400063,M,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Borivali,400068,F,4,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Borivali,400091,M,52,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Borivali,400092,M,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Mumbai Suburban,Kurla,400043,M,29,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Palghar,Vasai,401207,F,8,2,0,0,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Palghar,Vasai,401208,F,4,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Palghar,Vasai,401208,M,7,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Palghar,Vasai,401209,M,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Bhiwandi,421302,F,16,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401101,F,33,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401101,M,40,1,0,1,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401105,F,5,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401105,M,19,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,0,1,1,0,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,1,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,2,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,3,6,1,0,7
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,4,8,0,1,8
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,5,4,0,0,4
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,6,3,0,0,3
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,7,2,0,0,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,8,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,9,3,0,0,3
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,13,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,14,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,19,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,23,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,27,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,28,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,29,3,0,0,3
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,32,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,33,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,35,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,39,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,40,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,42,2,0,1,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,51,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,57,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,F,69,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,0,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,1,3,0,0,3
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,2,5,0,0,5
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,3,6,1,0,7
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,4,5,1,0,6
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,5,3,0,0,3
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,6,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,7,5,0,0,5
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,8,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,10,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,11,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,13,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,14,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,17,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,20,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,24,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,26,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,28,1,0,1,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,31,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,33,2,0,0,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,34,2,0,1,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,36,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,37,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,38,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,40,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,42,2,0,0,2
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Thane,401107,M,48,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Thane,Ulhasnagar,421004,M,5,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Maharashtra,Washim,Manora,444404,F,4,0,1,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Telangana,K.v. Rangareddy,Ghatkesar,501301,M,3,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Uttar Pradesh,Ghazipur,Jakhanian,233001,F,27,1,0,0,1
Bank Of India,CHESSY CONSULTANTS PVT LTD,Uttar Pradesh,Pratapgarh,Kunda,230402,M,66,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Ambedkar Nagar,Akbarpur,224122,M,1,1,0,1,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228120,M,8,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228131,F,10,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228131,M,1,1,0,1,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228131,M,6,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228131,M,35,1,0,0,0
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228131,M,37,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228131,M,77,1,0,0,0
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228132,F,4,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Kadipur,228132,M,12,1,0,0,0
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228141,F,9,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228141,F,14,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228141,F,34,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228141,M,7,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228141,M,10,2,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228142,F,2,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228142,F,5,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228142,F,10,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228142,F,11,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Uttar Pradesh,Sultanpur,Sultanpur,228142,M,50,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Ananthapuramu,Dharmavaram,515672,M,0,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Biccavolu,533343,F,1,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Karapa,533016,F,0,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Mandapeta,533308,M,5,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,P.gannavaram,533214,M,34,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Pithapuram,533450,F,0,0,2,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Pithapuram,533450,F,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Pithapuram,533450,M,0,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Pithapuram,533450,M,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Rajamahendravaram (urban),533101,F,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Rajanagaram,533296,M,2,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Sankhavaram,533446,M,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Tuni,533401,F,5,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Tuni,533401,M,0,1,1,0,2
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Tuni,533401,M,4,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Tuni,533406,M,1,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,East Godavari,Yeleswaram,533429,M,0,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Guntur,Chilakaluripet H/o.purushotha Patnam,522611,F,3,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Guntur,Chilakaluripet H/o.purushotha Patnam,522611,M,4,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Guntur,Chilakaluripet H/o.purushotha Patnam,522616,F,0,2,0,0,2
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Guntur,Chilakaluripet H/o.purushotha Patnam,522616,M,0,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Guntur,Chilakaluripet H/o.purushotha Patnam,522616,M,2,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Guntur,Chilakaluripet H/o.purushotha Patnam,522616,M,28,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Prakasam,Kurichedu,523304,M,4,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Prakasam,Yerragondapalem,523327,M,3,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Visakhapatnam,Butchayyapeta,531036,F,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Visakhapatnam,Butchayyapeta,531036,M,0,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Visakhapatnam,Butchayyapeta,531036,M,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Cheepurupalle,535002,F,17,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,F,1,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,F,2,3,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,F,3,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,M,0,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,M,3,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,M,4,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Denkada,531162,M,7,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Parvathipuram,535522,F,0,0,1,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,Vizianagaram,Parvathipuram,535522,M,2,0,1,0,0
Bank Of India,Frontech Systems Pvt Ltd,Andhra Pradesh,West Godavari,Eluru,534004,M,2,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Assam,Barpeta,Baghbor,781314,M,25,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Karnataka,Dharwad,Hubli,580023,M,28,1,0,1,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Ganjam,Hinjili,761102,F,4,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kegaon,766011,F,4,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kegaon,766036,M,53,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766011,M,5,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766011,M,8,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766011,M,14,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766011,M,15,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766011,M,31,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766011,M,55,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Kesinga,766101,F,1,0,1,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Lanjigarh,766027,M,0,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,1,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,4,2,0,0,2
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,5,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,6,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,16,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,18,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Narala,766020,M,38,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Sadar,766002,F,1,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Sadar,766002,F,4,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Sadar,766002,F,7,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Sadar,766002,M,2,1,0,0,0
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Kalahandi,Sadar,766002,M,3,2,0,0,0
